file,r_avg,g_avg,b_avg
opo9942a_part_1.png,50.73865400420053,13.1755775728244,2.1066340973427082
opo9941a.png,89.27366175828129,76.20545833012103,53.21236262088934
heic0108a.png,50.555715493819385,67.77319754574734,73.1178320168415
extra_earth_1.png,86.01225,87.22559375,101.57403125
extra_nebula_2.png,21.014572835547412,105.01819457169033,105.52520900137425
extra_nebula_green_2.png,27.88223625,70.9038075,25.9239
heic0905a.png,135.53453572537686,132.95124340077876,135.5606316141516
potw1821a.png,108.63825230242021,53.7070938215103,114.69440091984083
heic1808a.png,100.50124305555556,86.18439236111111,89.69703472222223
heic0822a.png,100.65415917271972,93.74519808463721,91.3536036557596
0_extra_Huze.png,88.06743747430144,44.59768578937018,128.51432415038346
extra_Exo_2.png,176.79708891997674,107.28271428346878,87.22832801521558
heic1503a.png,43.49115625,40.74063541666667,42.901986111111114
heic0506b_2.png,77.38164969135802,39.403847222222225,1.7621450617283951
heic1716a.png,109.8796875,100.48976041666667,105.08072569444444
0_extra_Whirpool_Galaxy.png,115.40493827160493,82.70469821673525,149.03481224279835
heic0910i.png,55.89843949654996,48.75306670074112,45.43983197035523
extra_potw1327a.png,124.28454063419099,90.04060275388947,58.11468252027693
extra_Kepler22b.png,48.572392208844214,79.07051069627012,54.814293604330054
potw1451a.png,46.34569140625,45.61044140625,44.5748359375
0_extra_ghost_nebula.png,120.54727863078531,91.90352759892136,67.5358015519234
potw1441a.png,95.72231672202211,100.77144219944095,108.30768745155667
potw1442a.png,152.42193773001003,153.10131942121112,154.25038160756105
heic0702a.png,77.15275785529418,71.4915975430627,77.99392137042962
heic1007a.png,98.23962847222222,94.66680902777777,103.39604166666666
heic0206c.png,99.29999206349207,41.065760770975054,47.45514739229025
potw1822a.png,36.66294444444444,16.54210763888889,56.77352777777778
heic1518a_2.png,62.52370037807184,64.24326559546314,62.52922967863894
heic0406a.png,21.76874228395062,16.906939814814816,16.158851851851853
opo0028a.png,112.31675804326575,73.41238471673255,75.31157295252667
0_extra_neptune.png,42.25459470785441,77.73084291187739,114.9463751197318
heic0707a.png,138.66649037237272,116.75125364831247,89.13576619458972
opo0010a.png,67.70220051132213,68.36041818845872,99.09514243973703
extra_green_nebula.png,18.45012783305694,60.736802100608074,60.67203911000553
heic0910q.png,111.27372363893984,101.51555271861311,85.20897705233106
heic0904f.png,126.46282255536147,121.1165070285557,102.835332808671
0_extra_venus.png,125.45910358565737,101.35162848605577,71.05570717131474
heic1410a.png,93.54179703245869,91.78217555713381,82.77986576322373
heic0503a.png,72.3621567030461,44.607581039257205,53.26299397295976
heic1708a.png,99.83259961147681,85.22814789969208,79.4898187357623
extra_sun_2.png,177.5444825817651,43.66449678462934,4.511539827198485
extra_star_3.png,46.668422025129345,79.96577050997783,110.91865299334812
opo9828c.png,126.72104357798165,122.23159924937448,113.77582881567973
heic0206b.png,50.027055926681676,49.936436609582515,49.68777738106029
